2198901	132049
2955050	718259
186692	900904
1996070	837698
1230604	530826
4102483	83984
183943	821729
2517177	935757
284538	176901
2953379	53609
4046824	76115
1126338	196126
3621897	435453
2604396	892106
2342674	97523
2495758	381440
634667	1010801
2076980	477394
71882	603288
3499937	651876
4801306	77982
750464	218926
3817993	303065
1769412	319901
2937641	536998
3824102	975308
3557253	536100
4748535	566876
1041668	827661
1659397	934148
4564333	658226
2990134	318102
3782835	275387
3884515	494149
209825	166928
73642	289962
2599117	651883
5119150	987378
3575352	861399
4964344	21293
4875846	909576
2134404	132342
1226078	631456
2888006	718793
2746960	666842
413783	951619,941999
126317	472678
1271630	842772
952996	810418
3969636	921153
1051209	625365
4389091	864761
2909671	709748
3792984	355314
1033131	294604
1784181	895810
1193916	574181
1166235	741189
4691226	854685
911834	628742,455394
921910	217953
3605958	874162
2351085	911979
138277	55930
4962320	670501
171483	436716
5069556	421631
4693323	172392
3529591	233056
3403925	408879
3827783	1007048
3379570	971325
1586417	80162
2314785	80133
3862687	670937
3187232	739793
553281	949554
2546056	990479
3894080	297679
4218030	171600
3028975	572484
1761023	958587
657271	428473
4616652	494002
3867424	197004
876465	443384
2902508	654786
2811974	29123
1903333	204756
1797543	632144
3357970	892302
4372927	221364
3662887	566086
4784818	688014
536811	975714
898645	693175
3414202	274055
5158795	400500
2166472	993010
2966072	53615
3688252	585790
3543603	494161
5111716	742089
4745653	220134
4469829	963279
2504546	329920,15849
1508400	288137
2686248	108018
3891283	397831
3514728	148324
3681073	269195
987143	981151,838108,632817,178579
2343125	218407
477044	225171
1675021	819949
1050941	942960
3973743	693800,650256
4969914	1000950
2974510	383020
2440523	52848
5142417	155264
1032996	712027
1863363	100608
2091174	954478
482464	908690
99657	974096
1425839	955105
1049565	318615
1292516	794048
1919587	477981
4495745	144148
4115427	967439
1467763	928045
1840766	516837
4258478	409479
4703651	787121
794130	615463
3792904	413832
3119486	349140
141839	483913
2509859	603498
4232463	722318
2515418	443934
379409	489332
885650	774458
781936	183079
4111229	441342
1080007	473222
2532611	617906
3652752	994097
4681531	771130
1584	417011
4669870	232803
2235057	882564
3404526	975068
5107113	783330
4731687	26875
3824355	479074
1068371	491
4777971	499663
1730788	303977
2084691	1014382
3087972	475783
4306966	426779
4016122	889585
3734272	55497
347141	494267
3126453	494198
1407817	636291
4137885	91797
2373302	594860
960238	1009843
3006300	528417
2456568	732500
222659	947813
2507314	830556
2456652	376183
727190	292341
1265037	382064
1632606	722516
1462502	620653
304663	659371
3005691	145914
1741645	648052
835424	158219
1355688	32081
3097755	1016200,137205
4996589	918343
881591	525122
853291	633338
4171388	713967
3117543	824577
1234383	721254
4926588	162305
3687538	438708
1214891	873856
3362121	181849
4200288	386124
11150	977435
1066917	468757
1000436	469034
2372914	102131
4315593	441227
706526	101328
3109355	757080
934383	871323,567430
3188996	174092
2544098	426329
419826	633613
5044634	611964
1218066	122028
2087779	20484
2615613	124832
3886182	132384
2463117	882825
4441526	723835
1871816	889415
466011	675111
2700409	766093
3647453	375274
2402279	272508
4229881	521987
4053574	635608
2677961	389591
4458366	347722
1185272	325786
1002805	368795
3501807	55660
1878462	739359
3196784	624270
4407391	190375
2288408	33950
2926964	291002
613880	268766
4463984	29790
1188338	111357
1788482	990244
1974430	145747
165569	965846
5085514	114792
2929648	600009
4711780	989891
4529033	867126
1286678	1001983
358776	576274
1758771	655639
2989844	609027
407777	210020
425065	379093
810425	395102
61719	81656
3070299	130971
2724700	163979
2871051	760501
3163274	21775
5021909	479845
2872409	141418
2456960	218663
2159986	902246
2567305	614692
2249595	27698
2812740	856623
3515350	258959
2661469	256569
554792	898430
2980454	505393
1475973	519627
3355899	676529
1606281	315131
1254862	825736
2698355	294048
4357933	910622
806280	119250
1039908	7212
4514594	394730
3098091	484859
1199800	22395
4476300	579962
64941	956632
4658676	512070
4682305	571073
2283102	795597
5129942	907595
658687	641083
4862819	17630
2482253	940998
4876003	411823
1901566	772614
3481707	661723
2166373	574734
4401533	731940
4300616	938940
1614264	164739
1456800	205571
4401676	120362
4168531	98289
283940	995515
3771886	182138
562184	151960
4217143	3724
2929659	992305
1588147	164806
542872	352063
4439765	381306
2221979	181136,933087
4329846	207705
957274	666913
369963	741247
2953180	991104
956714	825478
3850194	780734
1484795	796792
1945599	602045
2051156	262364
1715248	37380
3778573	559500
395821	947651
879772	136680
3646720	291897
282080	188056
2484493	505578
4857615	101391
416944	46626
2524562	3066
3310414	319087
5035944	446497
1699379	814271
3535686	135664
1363274	471987
2949811	65051
1220546	175374
947422	199748
3633399	459244
4664642	133145
3437717	246833
2990354	78261
175094	181882
1385157	687326
2856010	189333
3766033	807953
3985270	709287
4653833	757203
169642	625455,339532
2982500	230614
2978125	136868
2847386	103
2814470	99837
434364	888186
4513593	938148
218401	142821
2379858	859684
1451667	539091
2002671	277719,273814
4263021	611756
1956973	115889
5148473	175683
3178612	876437
524447	533094
2750198	714453
3157635	824447
226916	478762
394978	559812,582567,844442
8154	173176
428806	818525
674340	400574
2097895	78678
401885	487066,1006033
2013480	661548
2562818	948134
3806791	937866
3596645	82101
1357796	121467
2218528	340747
4591779	172549
561983	815088
537919	311818
4250401	715229
3028847	810052
427335	723972
4138152	526822
4420134	367
3061583	31565
3147382	176221
4313108	147127
3257948	284961
4225012	971308
4943448	878563
1956052	314322
1047068	942292
1744457	577350
2661113	145895
2980223	675509
3151772	759874
907477	770671
2712619	372273
3176467	491480
4687302	785556
4413978	651276
118525	107283
509860	345698
2382755	84138
3974490	376919
2683160	255154,759657
4069270	61441
2134598	63209
676676	21614
1772232	342196
5061916	57213
4885218	724098
1282638	978379
4050274	62330
163431	726110
3732494	476110
4463298	369269
2150596	285639
853905	917554
4533672	991732
3460337	81183
3265956	625821
1503311	486698
1119899	89308
347244	283858
3270859	607070
1408252	21683
4501303	43094
1180356	91376
2103570	137520
3824997	96258
4849148	804548
4873855	364385
3661170	272520
2265102	237722
176859	709142
450737	710246
4331492	296977
2814001	869888
5061479	513290
3822104	52635
3864597	951732
4126038	21269
3416420	896728
3755051	675625
3917723	114853
1096851	551496
4872029	95896
3971554	130539
3900086	663355
3938993	1008842,38380
4746133	291554
4223344	636792
1331305	1010533
557117	870775
2803467	87705
3572816	693984
4873921	739476
2328667	906249
2119249	152680
429708	33661
157894	491487
705547	733202
3398986	525272
2533898	814263
4760849	706211
1561986	170336
1454288	431421
1439195	157174
3941546	167631
843539	865610
5017328	699223
3715576	1017188
383259	297502
4837172	738539
4920539	745986
2856036	157744
314237	107974
199757	111560
2305615	58427
2742924	650874
1944257	624290
3771402	11244
106649	728623
847986	834931
3943467	771203
4352587	983475
2864767	78066
241832	681309
1883901	672527,727889
4554095	680993
3668508	887509
1105838	737139
754545	559580
3964583	627116
2603939	483808,631060
768728	175906
4583642	210212
208024	941974
279675	29627
2986540	130435
2384724	192168
2292610	986066
807564	225665
4821825	121944
1274923	866739
1444906	137566
329909	517475
584940	715717
1286740	436149
2483728	423195
5108114	165089
2946999	705473
4028299	762689
1091128	27203
2482561	409286
253198	187335
1946545	113997
2008703	899107
4283045	89759
783824	812727
1978438	335808
3576735	43370
3900163	881916
2115083	38504
619035	885403
3632956	251003
1351912	620769
4070746	582084
1496473	981305
3551680	817354
2359683	677972
2935823	638919
4763800	817919
3360886	946033
282374	610543
947480	177217
3883484	438255
1707393	378932
3701173	800731
2838850	176303
937137	421926
1971431	954187
4125701	526228
1403028	275540
3138216	798590
2653732	964450
2338156	719198
1491263	330866
3237407	1004901
4230018	655849
1880539	91603
